no_of_spikes,pearson_ADM_PEDM,pearson_ADM_FEDM,pearson_PEDM_FEDM,spearman_ADM_PEDM,spearman_ADM_FEDM,spearman_PEDM_FEDM,method
30,0.8215133922,0.7986120378,0.9534624682,0.805029249,0.7849485208,0.9736698049,centroid-based
30,0.796798174,0.7760997647,0.9771397115,0.7774213764,0.7457937437,0.9810049356,centroid-based
30,0.8176624831,0.7964128571,0.984301302,0.8086171775,0.7777956321,0.9868751894,centroid-based
30,0.8078690211,0.7994542514,0.9550000781,0.7953715267,0.7861701697,0.9780645028,centroid-based
30,0.8083937951,0.8076857818,0.9705045708,0.798993938,0.7943888311,0.9862616127,centroid-based
30,0.7794764413,0.7701048795,0.9720523194,0.741475821,0.7273623308,0.9860641895,centroid-based
30,0.8159788843,0.8182170134,0.9780161441,0.8168901983,0.8146168951,0.9897393367,centroid-based
30,0.803213372,0.7947068597,0.9737124805,0.795955676,0.7755157553,0.9825666826,centroid-based
30,0.811205221,0.7787650144,0.955508818,0.7985139015,0.7546125631,0.9669465038,centroid-based
32,0.8229148113,0.8179981783,0.9837465087,0.8029280604,0.7965756177,0.9921051808,centroid-based
32,0.814437388,0.7905788198,0.9635478846,0.808623733,0.7695921756,0.9747952568,centroid-based
32,0.8896882571,0.8043719039,0.8881716449,0.8214677813,0.7875000701,0.9117205366,centroid-based
32,0.815442742,0.8032448249,0.9786607896,0.8018706019,0.7827010188,0.9858844971,centroid-based
32,0.8790859605,0.7856593557,0.8917136988,0.8070478126,0.7578404364,0.9089638269,centroid-based
32,0.8049335448,0.7884866949,0.9551385653,0.7830169524,0.7534173589,0.9722568638,centroid-based
32,0.8045955558,0.7864273387,0.9623811109,0.7811892572,0.7474782533,0.9760224775,centroid-based
32,0.8159819608,0.795964065,0.971738447,0.8013175457,0.7745223048,0.9820292774,centroid-based
32,0.8948982761,0.8099564139,0.8995734687,0.8407444363,0.7966632928,0.9097777617,centroid-based
32,0.8703097314,0.7878995184,0.8985850583,0.7994105493,0.7658200279,0.9184718562,centroid-based
32,0.7801502412,0.7595037161,0.9834599737,0.7592830285,0.7264372829,0.9830214952,centroid-based
32,0.8180163695,0.8090422704,0.9825729223,0.8062323937,0.792157996,0.9890181027,centroid-based
32,0.8868250814,0.790121028,0.8840424919,0.8284971034,0.7671319571,0.8873438423,centroid-based
32,0.8019139019,0.7630235918,0.9729060407,0.8016054926,0.732005979,0.9687747284,centroid-based
32,0.8114354257,0.797827823,0.9729013602,0.7974610242,0.7764069957,0.9821001243,centroid-based
34,0.7977000777,0.7737050423,0.982187692,0.7921606211,0.7476423232,0.9798577185,centroid-based
34,0.8222197321,0.7999883535,0.9674654347,0.813626126,0.7804407831,0.9738843932,centroid-based
34,0.8216064534,0.8168624127,0.9713373646,0.8178788651,0.8042134295,0.9829175508,centroid-based
34,0.9023003468,0.8128282654,0.8857422823,0.8303918641,0.8006762308,0.8997167974,centroid-based
34,0.8173937367,0.7956654846,0.9685990339,0.8067856549,0.7810737712,0.9779753092,centroid-based
34,0.8068367353,0.7805498578,0.9566879382,0.7883324525,0.7447412403,0.9714280193,centroid-based
34,0.8328204532,0.819884422,0.9720633912,0.8312061569,0.8096054096,0.9804437904,centroid-based
34,0.8817246713,0.7890320388,0.8824731477,0.8165967416,0.7601672525,0.883862767,centroid-based
34,0.8116076927,0.7859036255,0.9699302714,0.8014922591,0.7631788161,0.9760130638,centroid-based
34,0.8174966784,0.8045392455,0.9611066996,0.8065909642,0.7893718544,0.9764581393,centroid-based
34,0.8256772216,0.8050840691,0.9713400982,0.8238214164,0.7919421125,0.978027665,centroid-based
34,0.8023714217,0.7884510317,0.9725993307,0.7894522484,0.7669453673,0.9843806935,centroid-based
34,0.8179012332,0.7987801548,0.9690803734,0.7990502204,0.7762047482,0.9772731193,centroid-based
34,0.8124560476,0.7920513912,0.9837718034,0.8083529712,0.771191382,0.9832760867,centroid-based
34,0.8248279766,0.8176149766,0.9705549597,0.8177168561,0.8006497146,0.9814115906,centroid-based
36,0.8077807116,0.7917584374,0.959396704,0.7975232013,0.7626589019,0.9702600568,centroid-based
36,0.8868621857,0.7867543617,0.8807132188,0.8202189651,0.7604162278,0.8720597353,centroid-based
36,0.8206138325,0.8169628985,0.9826973897,0.8084447384,0.7961564637,0.989206723,centroid-based
36,0.7961064157,0.7830671285,0.9687353593,0.7824402594,0.747265649,0.9768688994,centroid-based
36,0.8082029652,0.7942482718,0.962122362,0.7827654221,0.759891259,0.9746461296,centroid-based
36,0.8187205105,0.8055697996,0.9715823211,0.8256665823,0.7976506674,0.9763920198,centroid-based
36,0.8877536667,0.7814558208,0.877572116,0.8192483649,0.7618790994,0.8833913096,centroid-based
36,0.8184477949,0.8050926429,0.9748426454,0.8169486115,0.794034219,0.9798128579,centroid-based
36,0.8028436818,0.7902679643,0.9849531694,0.7855927363,0.7607412183,0.9863015019,centroid-based
36,0.813092933,0.7770051646,0.976420214,0.7986552177,0.7409771228,0.9755666103,centroid-based
36,0.7993534049,0.7842332471,0.9724997989,0.7774297515,0.7515281097,0.9798119985,centroid-based
36,0.8217108054,0.8104869696,0.9742581929,0.8070317411,0.7889889769,0.9836906479,centroid-based
36,0.8123066928,0.7958683708,0.9859011425,0.7971814591,0.7661099564,0.9860556954,centroid-based
36,0.8826153456,0.7816851836,0.9032657894,0.8067029388,0.7486477258,0.8978071116,centroid-based
36,0.8164726843,0.7924293087,0.959869676,0.8193624578,0.7697227033,0.9671563643,centroid-based
38,0.8215435418,0.8090530998,0.9724942878,0.809378627,0.7829223921,0.9781970155,centroid-based
38,0.8886944765,0.799161681,0.8798677293,0.8204240792,0.7810781895,0.8759539058,centroid-based
38,0.7874620276,0.7590084072,0.9658919874,0.7560076853,0.7119368967,0.9738437343,centroid-based
38,0.8122208323,0.8080128752,0.9779196885,0.8194672155,0.797752647,0.9818666215,centroid-based
38,0.8119864509,0.7978019482,0.9582402681,0.8088967468,0.7736398053,0.967332801,centroid-based
38,0.8027559102,0.7651436169,0.9674381175,0.7891316412,0.7309312974,0.9668129434,centroid-based
38,0.8789747752,0.7837720699,0.8757571831,0.7997688602,0.754730653,0.8680974084,centroid-based
38,0.8251248684,0.752384644,0.969317269,0.7933524168,0.7169236353,0.9607801318,centroid-based
38,0.8927087907,0.8129640289,0.8998160463,0.8239318768,0.7864580317,0.901423899,centroid-based
38,0.8824535,0.7808211241,0.8820777969,0.8173507249,0.7587327042,0.8738206025,centroid-based
38,0.8082177062,0.7888905501,0.9765855718,0.788369191,0.7595697744,0.9807298289,centroid-based
38,0.8931696281,0.8136586973,0.8978940738,0.8192963372,0.7994539143,0.9105686476,centroid-based
38,0.814945234,0.8024977135,0.9803328138,0.8098967635,0.7831209892,0.9816666898,centroid-based
38,0.8104272528,0.7920901243,0.9809839504,0.7956260162,0.7586018324,0.9820901427,centroid-based
38,0.8141829649,0.8033859951,0.9799197215,0.8116865676,0.781570539,0.9812497503,centroid-based
2,0.6428359016,0.4188951937,0.6893090284,0.3448087637,0.3641321095,0.9297329487,centroid-based
2,0.6561586482,0.4354742254,0.6944181486,0.3692805695,0.3725217978,0.946024089,centroid-based
2,0.4145146919,0.4032112756,0.9410390033,0.33380243,0.3333849464,0.8926964453,centroid-based
2,0.4270408949,0.3977777225,0.9425643727,0.3615158642,0.3342510345,0.9053380819,centroid-based
2,0.4246173064,0.4458731503,0.9496174518,0.3483925496,0.3850754396,0.9240560818,centroid-based
2,0.4436620679,0.4027528222,0.9436833238,0.3891194159,0.35372137,0.8979551294,centroid-based
2,0.3930236823,0.3876291725,0.9417745206,0.3369556299,0.3256076587,0.919448515,centroid-based
2,0.3829760434,0.382806493,0.9575023041,0.2968380521,0.3276722483,0.9448556864,centroid-based
2,0.4399968243,0.442123716,0.9410412506,0.3723634242,0.3792474254,0.8946140097,centroid-based
2,0.4037320805,0.3927474806,0.9424547815,0.3360809536,0.3341199969,0.9080571501,centroid-based
2,0.650859573,0.4298802577,0.7034245977,0.3558019097,0.3680552645,0.9716175098,centroid-based
2,0.4201969158,0.4108959796,0.946676138,0.3289932918,0.3349742448,0.8988683595,centroid-based
2,0.4162859543,0.3990953767,0.9443929765,0.3486714934,0.3503148391,0.9012999855,centroid-based
2,0.3999534296,0.3886578848,0.9477867895,0.3112799522,0.3417147475,0.9238045972,centroid-based
2,0.4271436741,0.4296321155,0.9341367575,0.3535816874,0.3610691566,0.8787938135,centroid-based
4,0.643250892,0.6448605376,0.9717387353,0.586445979,0.6016111305,0.9804843636,centroid-based
4,0.650542133,0.6399674338,0.9733674444,0.5995149984,0.5996576726,0.9679834227,centroid-based
4,0.6171925112,0.6153373004,0.9748423145,0.5724258616,0.5830583941,0.9756256526,centroid-based
4,0.6514283683,0.6476512088,0.9762931294,0.6092042104,0.613425895,0.9725885087,centroid-based
4,0.6567000338,0.6632347,0.9646288634,0.6059057125,0.619193445,0.9700325692,centroid-based
4,0.6220516069,0.6193916812,0.9717325978,0.5656463237,0.5764457052,0.9710897993,centroid-based
4,0.6144904431,0.6151710228,0.975589225,0.5582558853,0.5800379854,0.9779902722,centroid-based
4,0.7883640972,0.6607730122,0.828418397,0.6284322145,0.6199357889,0.9544957959,centroid-based
4,0.7565514745,0.6313457373,0.8446486972,0.5828008791,0.5935067524,0.9819647279,centroid-based
4,0.6399021692,0.6301276048,0.9722531362,0.5992556019,0.5982492277,0.9637759225,centroid-based
4,0.6189660162,0.6290419275,0.9812940306,0.5727506023,0.5981890311,0.9830545258,centroid-based
4,0.621522326,0.6231777359,0.9784158868,0.5650425747,0.5851640117,0.9790295366,centroid-based
4,0.6367543023,0.6347960458,0.9775782823,0.5906656001,0.6023909928,0.9783690652,centroid-based
4,0.6631594347,0.6533282938,0.9806479134,0.6332586706,0.634921572,0.9784219337,centroid-based
4,0.6154709134,0.6093073445,0.9714638893,0.5692717561,0.5789389066,0.9810232683,centroid-based
6,0.7186963998,0.7167204151,0.9871134792,0.6790183849,0.6935277059,0.985902351,centroid-based
6,0.6932055723,0.6877877964,0.9893307265,0.6595457662,0.6653861129,0.9945170481,centroid-based
6,0.6795529537,0.6820627373,0.9801434621,0.6508311976,0.6631173776,0.9919830052,centroid-based
6,0.6928484047,0.6966046976,0.9808341346,0.6577209581,0.6773994652,0.9897810652,centroid-based
6,0.7227759866,0.7217079367,0.973256649,0.6935636523,0.6997547865,0.9901192709,centroid-based
6,0.689243942,0.6882836192,0.9773272038,0.6536193142,0.6612878521,0.9867934446,centroid-based
6,0.8007740297,0.7009624281,0.8965976895,0.6736765328,0.6849184828,0.9853172526,centroid-based
6,0.7814681026,0.6774068146,0.8751474032,0.6564442241,0.6599095106,0.9914905954,centroid-based
6,0.6799889817,0.6843385483,0.9585532229,0.6324729928,0.6453418024,0.9855328854,centroid-based
6,0.6510704246,0.6475062248,0.97895085,0.6054248559,0.615930974,0.9896810286,centroid-based
6,0.7280994295,0.7231433929,0.9578450197,0.6975430849,0.7024145857,0.9827649736,centroid-based
6,0.6920220723,0.6895135906,0.9727883897,0.6611430578,0.6738897454,0.9901134199,centroid-based
6,0.7120173717,0.7124382819,0.9743830951,0.6866453268,0.6967659261,0.990684021,centroid-based
6,0.6953349065,0.7000412796,0.9820234196,0.6509244711,0.6703832849,0.9898024632,centroid-based
6,0.8066374523,0.6988942727,0.8907542048,0.7057075071,0.6811885764,0.9572658185,centroid-based
8,0.6976565896,0.6996345655,0.9888902544,0.6680309755,0.6851057427,0.988993446,centroid-based
8,0.7304838657,0.7230120653,0.9576752642,0.6955163156,0.6972608158,0.987054357,centroid-based
8,0.7264307597,0.7285671156,0.9882283881,0.6848309493,0.7006240133,0.9873537988,centroid-based
8,0.7317468218,0.7346633383,0.9778988594,0.6942028035,0.7010199642,0.9918422222,centroid-based
8,0.8232421364,0.731896269,0.9015585213,0.7115825609,0.7168647276,0.992958648,centroid-based
8,0.7907710674,0.6819574465,0.8772494963,0.6661657108,0.6805802807,0.9728646246,centroid-based
8,0.7287334025,0.7276899434,0.9779102551,0.6881785236,0.6958054784,0.991738794,centroid-based
8,0.7153151859,0.7123027134,0.9779352157,0.7005389831,0.7055406702,0.9926703349,centroid-based
8,0.7334215658,0.7182058409,0.9786231825,0.6923050118,0.6945446207,0.990915326,centroid-based
8,0.8369170329,0.7454312061,0.9046900046,0.7294170645,0.7265233883,0.9758014323,centroid-based
8,0.7132237284,0.7177146113,0.9882107016,0.6668926812,0.6878709123,0.9918026678,centroid-based
8,0.705895318,0.7066062262,0.9846953539,0.6712351108,0.6801849092,0.9898384147,centroid-based
8,0.7323354654,0.7323916741,0.976972643,0.6991550659,0.7059869651,0.9914241408,centroid-based
8,0.7221609279,0.7254193913,0.9824889956,0.6945072819,0.7056671598,0.9916488709,centroid-based
8,0.715871308,0.7134622126,0.9702576552,0.6627180086,0.6800358287,0.9851794137,centroid-based
10,0.8383828197,0.7618627161,0.919188937,0.7596868743,0.7602864852,0.9925537948,centroid-based
10,0.7382257527,0.7288284101,0.9673231648,0.696811704,0.6983066224,0.9894707706,centroid-based
10,0.7585778304,0.7590050999,0.9715986804,0.7325381571,0.7446054,0.9863728605,centroid-based
10,0.7399315548,0.7315276048,0.9865100684,0.705180397,0.7022455894,0.994242924,centroid-based
10,0.7478002508,0.7389932049,0.9728694594,0.7229149302,0.7350186955,0.9898652943,centroid-based
10,0.7633128468,0.7524392052,0.9701950321,0.7390533483,0.7455511609,0.9855875753,centroid-based
10,0.7534028287,0.7487432214,0.9732801202,0.7287424938,0.7338865791,0.9898362212,centroid-based
10,0.7395367653,0.725473431,0.9688478778,0.7061765471,0.7126682848,0.9898655718,centroid-based
10,0.7375379546,0.7287155372,0.9759618432,0.6956912029,0.7054378109,0.9843977324,centroid-based
10,0.7361996525,0.7283722555,0.9681153878,0.6901015915,0.7065474563,0.9854305314,centroid-based
10,0.7456867755,0.7312603512,0.9710951689,0.7138213762,0.725624372,0.98709872,centroid-based
10,0.7111277887,0.7089637405,0.9718018015,0.6893661355,0.6973304335,0.9880436173,centroid-based
10,0.7450786897,0.7524304811,0.9684357766,0.7188996878,0.7282711364,0.9914416609,centroid-based
10,0.755009469,0.7487189156,0.9890363753,0.7282521109,0.7301600691,0.994553616,centroid-based
10,0.7569905171,0.7569595019,0.9912643091,0.7447410916,0.7492099658,0.9919885865,centroid-based
12,0.7585435065,0.759884662,0.9820236949,0.733008712,0.7381709054,0.9935365856,centroid-based
12,0.7338021309,0.7279622743,0.9764338105,0.7036105562,0.7134109762,0.9904480174,centroid-based
12,0.7542999979,0.7348361304,0.9631380791,0.7386997718,0.7352890841,0.9881764583,centroid-based
12,0.7568013588,0.745080237,0.9724788964,0.7222688289,0.7302171033,0.9898200811,centroid-based
12,0.7570223458,0.7551462129,0.9776987448,0.7211697063,0.7336125817,0.9915461145,centroid-based
12,0.7765090807,0.7830622509,0.9895738871,0.776095023,0.782218842,0.995459591,centroid-based
12,0.7295139978,0.7047820944,0.9640407451,0.6826244249,0.688533154,0.9864547965,centroid-based
12,0.7537108986,0.7542816514,0.9704000131,0.7287689996,0.7415069151,0.9903973525,centroid-based
12,0.7586787808,0.7368009421,0.9581378171,0.725158334,0.7362780757,0.9848551805,centroid-based
12,0.7660607962,0.7636867851,0.9771552774,0.7424107478,0.751823665,0.9919525887,centroid-based
12,0.7538503757,0.7372331994,0.9593947577,0.7238763454,0.7335465951,0.9860438132,centroid-based
12,0.8553105731,0.7779597023,0.9196551269,0.7565850508,0.7610768173,0.9805738948,centroid-based
12,0.7645906965,0.7509338432,0.9670423592,0.7329595794,0.7377270951,0.9884182106,centroid-based
12,0.7505697908,0.7427612704,0.9754305924,0.7293663741,0.7325198259,0.9909617439,centroid-based
12,0.7244927557,0.7187816452,0.9883617148,0.6968466184,0.7060900315,0.9943219699,centroid-based
14,0.7832029147,0.7579563151,0.9597775671,0.7668795852,0.7686316065,0.9853340056,centroid-based
14,0.76627424,0.7473248004,0.9635757087,0.7361012693,0.7444434223,0.9847787739,centroid-based
14,0.7813789479,0.7759443292,0.9833699605,0.7662477685,0.7722039458,0.9919617493,centroid-based
14,0.7635773601,0.7536243746,0.9623176003,0.7499666529,0.7556345558,0.9896412949,centroid-based
14,0.7594950413,0.7519213071,0.9749088545,0.7329532585,0.7327987773,0.9912154586,centroid-based
14,0.7720950325,0.7628825228,0.9602873285,0.7499148629,0.7549626843,0.9894360108,centroid-based
14,0.7739279766,0.7725983079,0.9755463653,0.7527041449,0.7612049226,0.9917810357,centroid-based
14,0.7588839162,0.7510870277,0.9666854787,0.7328209759,0.745010432,0.9896423958,centroid-based
14,0.7571431161,0.7491571359,0.9778960938,0.723300005,0.7317117894,0.9908313365,centroid-based
14,0.7441689064,0.7254628911,0.9778256173,0.7210518839,0.7235364062,0.9895677653,centroid-based
14,0.7771030151,0.7674696548,0.9839348805,0.7559799284,0.7642778307,0.9903162654,centroid-based
14,0.7507195894,0.7402335981,0.9615702849,0.7111427446,0.7203779308,0.9896488758,centroid-based
14,0.7491757608,0.7470131546,0.957907714,0.7174409972,0.7176714087,0.9863467874,centroid-based
14,0.8360388346,0.7300771874,0.8990836969,0.7337772861,0.7279005655,0.9565251523,centroid-based
14,0.7707579557,0.7472179678,0.9534929836,0.7495324403,0.7451607387,0.9874460094,centroid-based
16,0.853115648,0.7677138354,0.9094182511,0.7524212528,0.7589719712,0.9765335277,centroid-based
16,0.8180204483,0.7844949935,0.9777010512,0.7774366049,0.7759597302,0.9936099035,centroid-based
16,0.7820280147,0.7609094214,0.9425498929,0.7694071472,0.7461745847,0.9778379476,centroid-based
16,0.7949400309,0.7919714869,0.9749860784,0.7892476604,0.7935520727,0.9917530182,centroid-based
16,0.8479719127,0.7635387021,0.8635508176,0.7451406421,0.7534275368,0.9429662192,centroid-based
16,0.7714517896,0.7629591286,0.9733333538,0.7418820892,0.7494219008,0.9904893907,centroid-based
16,0.77558001,0.7673680783,0.9823823732,0.7477135285,0.7473470795,0.9938540545,centroid-based
16,0.7767813442,0.7769765317,0.9783870005,0.769240141,0.7755937968,0.9936397194,centroid-based
16,0.7578386462,0.7379699717,0.9627373211,0.7159952925,0.7132812987,0.9886640052,centroid-based
16,0.7935355896,0.7820082364,0.9692452062,0.7762659798,0.7753189843,0.9892905193,centroid-based
16,0.7775193896,0.7688713236,0.9694706827,0.7614211208,0.7658113325,0.990174589,centroid-based
16,0.7906460796,0.7830599861,0.9703465628,0.7793012621,0.7907131882,0.989895708,centroid-based
16,0.7684603124,0.7598455223,0.9856632084,0.760051193,0.7575571893,0.9934506208,centroid-based
16,0.7725399076,0.760580861,0.9786068664,0.7478852841,0.7421444931,0.9919695708,centroid-based
16,0.7551783714,0.7560917912,0.9681191685,0.7356726244,0.7382428639,0.9908542416,centroid-based
18,0.7775246667,0.7738086143,0.9702746718,0.76237996,0.7688132203,0.9910590484,centroid-based
18,0.7784991781,0.7628559837,0.9841175552,0.7517172852,0.7475422845,0.9928856022,centroid-based
18,0.7924375038,0.7842790228,0.9676771167,0.7745264635,0.7795352846,0.9901817201,centroid-based
18,0.7778499595,0.7623571278,0.9656560822,0.7421428415,0.7444603731,0.9892887756,centroid-based
18,0.7821914809,0.7742945525,0.9849348434,0.764956008,0.7676421178,0.993534404,centroid-based
18,0.7724786857,0.7465707003,0.9651533573,0.7487632694,0.7263582467,0.9831674714,centroid-based
18,0.792708369,0.7777635184,0.9731611527,0.7803844442,0.7722804087,0.9888813469,centroid-based
