no_of_spikes,pearson_ADM_PEDM,pearson_ADM_FEDM,pearson_PEDM_FEDM,spearman_ADM_PEDM,spearman_ADM_FEDM,spearman_PEDM_FEDM
20,0.7826029380379127,0.7957753987838004,0.9804505981447678,0.76358882208984,0.7729517141926845,0.9839853357411834
20,0.7693778335123087,0.7769774329049293,0.9800223206545068,0.741489356684759,0.7543720106378815,0.986179639884169
20,0.7222251471274677,0.7340079115301529,0.9749085645936307,0.7126391254691776,0.7256163557101298,0.9761399957189159
20,0.7811488554779928,0.7978585520465834,0.9749174612373838,0.7542847184125223,0.7732988580672754,0.9784702939949474
20,0.7734494704399287,0.7882442268021945,0.9773256597255785,0.7492416223154063,0.7619252391300028,0.9841022313332325
20,0.7619693003329873,0.7725610343352592,0.9754109601779098,0.7386703033301111,0.7520544681086092,0.980342106501641
20,0.7292589375774488,0.7394010674869064,0.9795777035380192,0.7130123378521578,0.7257601250638565,0.9853901488927931
20,0.7812006699533187,0.792952786584034,0.9810311091106845,0.7653100000226593,0.7767484229234547,0.9809687358231424
20,0.7583249477450659,0.7674533730099343,0.9759276550699427,0.7351581782637548,0.7491713184588487,0.9809428214345023
20,0.7833120594352738,0.7981020688602017,0.9822371985893795,0.7465634455299222,0.7675766196072915,0.9812236191231587
20,0.768642324488268,0.7840955123023916,0.9776833916078692,0.7506230352558084,0.7642905180504486,0.983842334762446
20,0.7629055331953826,0.7774794001614753,0.9784310727936163,0.7347162615194924,0.749377002370384,0.982387278347561
20,0.7678146490393257,0.7813163241485358,0.9813168745773431,0.7587067155255909,0.7699709545559674,0.9867678635343524
20,0.7798207205504539,0.7932417205085796,0.9808564836547502,0.7632970654496268,0.7803161227446923,0.986839706928641
20,0.7263036918384964,0.7358424172755567,0.9762682562835485,0.7032224266223197,0.7186018564788489,0.9813801524026142
22,0.7803698910897308,0.7938563216503953,0.9771646065501727,0.7545387505323689,0.7690835335750544,0.984950959255244
22,0.765425676716352,0.7772772621581081,0.9696975140428634,0.7541658662184685,0.7676465908073828,0.9847550566802493
