no_of_spikes,pearson_ADM_PEDM,pearson_ADM_FEDM,pearson_PEDM_FEDM,spearman_ADM_PEDM,spearman_ADM_FEDM,spearman_PEDM_FEDM,method
24,0.76,0.76,0.97,0.73,0.75,0.98,random
24,0.79,0.8,0.97,0.77,0.78,0.98,random
24,0.8,0.81,0.98,0.77,0.79,0.97,random
24,0.74,0.75,0.98,0.73,0.74,0.98,random
24,0.79,0.8,0.97,0.78,0.78,0.98,random
24,0.75,0.76,0.97,0.73,0.74,0.98,random
24,0.74,0.76,0.97,0.71,0.73,0.98,random
24,0.77,0.78,0.98,0.75,0.76,0.98,random
24,0.78,0.78,0.97,0.75,0.76,0.97,random
24,0.8,0.81,0.98,0.78,0.79,0.98,random
24,0.79,0.8,0.97,0.77,0.78,0.98,random
24,0.8,0.81,0.97,0.78,0.79,0.98,random
12,0.73,0.74,0.97,0.7,0.71,0.97,random
12,0.78,0.8,0.97,0.76,0.77,0.97,random
12,0.73,0.74,0.97,0.72,0.73,0.97,random
12,0.74,0.75,0.97,0.72,0.73,0.98,random
12,0.77,0.78,0.97,0.74,0.76,0.98,random
12,0.73,0.74,0.96,0.7,0.72,0.97,random
12,0.78,0.8,0.97,0.75,0.77,0.98,random
12,0.73,0.75,0.97,0.72,0.73,0.98,random
12,0.74,0.75,0.97,0.71,0.73,0.98,random
12,0.72,0.74,0.97,0.71,0.72,0.98,random
12,0.78,0.79,0.97,0.74,0.76,0.97,random
12,0.66,0.68,0.97,0.65,0.67,0.97,random
12,0.7,0.72,0.97,0.68,0.69,0.97,random
12,0.74,0.75,0.97,0.72,0.73,0.98,random
12,0.77,0.78,0.97,0.76,0.77,0.98,random
12,0.75,0.76,0.97,0.73,0.74,0.97,random
12,0.71,0.72,0.97,0.69,0.7,0.97,random
12,0.72,0.74,0.96,0.7,0.71,0.96,random
12,0.74,0.76,0.97,0.71,0.73,0.98,random
12,0.63,0.65,0.97,0.61,0.63,0.97,random
12,0.74,0.76,0.97,0.73,0.74,0.98,random
12,0.73,0.74,0.97,0.71,0.73,0.98,random
12,0.79,0.8,0.97,0.77,0.78,0.98,random
12,0.79,0.81,0.97,0.77,0.78,0.98,random
12,0.72,0.73,0.97,0.69,0.71,0.98,random
12,0.68,0.7,0.97,0.67,0.68,0.98,random
12,0.7,0.72,0.97,0.69,0.7,0.98,random
12,0.69,0.71,0.97,0.66,0.68,0.97,random
12,0.72,0.74,0.97,0.69,0.71,0.97,random
12,0.73,0.75,0.97,0.72,0.73,0.98,random
76,0.79,0.77,0.97,0.74,0.74,0.99,random with centroids
76,0.79,0.77,0.97,0.73,0.73,0.99,random with centroids
80,0.81,0.79,0.97,0.76,0.76,0.99,random with centroids
76,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
66,0.8,0.78,0.97,0.74,0.74,0.99,random with centroids
76,0.81,0.79,0.97,0.76,0.75,0.99,random with centroids
70,0.8,0.78,0.97,0.75,0.74,0.99,random with centroids
80,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
74,0.8,0.78,0.97,0.75,0.75,0.99,random with centroids
80,0.82,0.8,0.97,0.77,0.77,0.99,random with centroids
72,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
80,0.81,0.79,0.97,0.75,0.75,0.99,random with centroids
72,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
74,0.79,0.77,0.97,0.73,0.73,0.99,random with centroids
78,0.81,0.78,0.97,0.74,0.74,0.99,random with centroids
78,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
74,0.82,0.8,0.97,0.76,0.76,0.99,random with centroids
76,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
72,0.8,0.77,0.97,0.75,0.75,0.99,random with centroids
78,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
84,0.81,0.79,0.97,0.76,0.76,0.99,random with centroids
68,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
78,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
70,0.8,0.78,0.97,0.74,0.74,0.99,random with centroids
76,0.8,0.77,0.97,0.75,0.74,0.99,random with centroids
66,0.8,0.77,0.97,0.75,0.75,0.99,random with centroids
76,0.8,0.78,0.97,0.75,0.75,0.99,random with centroids
72,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
76,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
74,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
78,0.81,0.79,0.97,0.76,0.76,0.99,random with centroids
74,0.81,0.78,0.97,0.74,0.74,0.99,random with centroids
72,0.8,0.77,0.97,0.75,0.75,0.99,random with centroids
78,0.81,0.78,0.97,0.76,0.75,0.99,random with centroids
76,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
68,0.8,0.78,0.97,0.75,0.75,0.99,random with centroids
70,0.81,0.79,0.97,0.75,0.75,0.99,random with centroids
74,0.8,0.78,0.97,0.74,0.74,0.99,random with centroids
48,0.79,0.77,0.97,0.73,0.73,0.99,random with centroids
76,0.81,0.79,0.97,0.76,0.76,0.99,random with centroids
76,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
70,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
76,0.8,0.78,0.97,0.75,0.75,0.99,random with centroids
76,0.81,0.79,0.97,0.76,0.76,0.99,random with centroids
82,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
76,0.8,0.78,0.97,0.75,0.75,0.99,random with centroids
78,0.81,0.79,0.97,0.75,0.75,0.99,random with centroids
76,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
74,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
72,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
80,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
74,0.79,0.76,0.96,0.73,0.73,0.99,random with centroids
74,0.79,0.77,0.96,0.73,0.73,0.99,random with centroids
82,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
78,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
82,0.81,0.79,0.97,0.76,0.76,0.99,random with centroids
74,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
78,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
68,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
76,0.79,0.77,0.97,0.74,0.74,0.99,random with centroids
74,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
76,0.82,0.79,0.97,0.76,0.76,0.99,random with centroids
76,0.82,0.79,0.97,0.76,0.76,0.99,random with centroids
70,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
74,0.82,0.79,0.97,0.76,0.76,0.99,random with centroids
70,0.8,0.77,0.97,0.73,0.73,0.99,random with centroids
76,0.81,0.79,0.97,0.75,0.75,0.99,random with centroids
82,0.81,0.78,0.97,0.76,0.76,0.99,random with centroids
78,0.81,0.79,0.97,0.75,0.75,0.99,random with centroids
70,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
76,0.81,0.79,0.97,0.76,0.76,0.99,random with centroids
68,0.8,0.77,0.97,0.73,0.73,0.99,random with centroids
68,0.8,0.77,0.97,0.75,0.75,0.99,random with centroids
74,0.8,0.77,0.97,0.74,0.73,0.99,random with centroids
70,0.8,0.78,0.97,0.75,0.75,0.99,random with centroids
74,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
74,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
72,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
74,0.8,0.78,0.97,0.74,0.74,0.99,random with centroids
68,0.79,0.77,0.97,0.73,0.73,0.99,random with centroids
70,0.79,0.76,0.97,0.73,0.73,0.99,random with centroids
80,0.83,0.8,0.97,0.77,0.77,0.99,random with centroids
74,0.8,0.77,0.97,0.73,0.73,0.99,random with centroids
78,0.8,0.78,0.97,0.74,0.74,0.99,random with centroids
78,0.79,0.76,0.97,0.73,0.73,0.99,random with centroids
78,0.79,0.76,0.97,0.73,0.73,0.99,random with centroids
74,0.81,0.78,0.97,0.74,0.74,0.99,random with centroids
72,0.81,0.79,0.97,0.75,0.75,0.99,random with centroids
68,0.8,0.78,0.97,0.75,0.75,0.99,random with centroids
68,0.8,0.78,0.97,0.75,0.75,0.99,random with centroids
72,0.82,0.79,0.97,0.76,0.76,0.99,random with centroids
78,0.81,0.79,0.97,0.76,0.76,0.99,random with centroids
72,0.81,0.79,0.97,0.76,0.76,0.99,random with centroids
74,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
74,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
76,0.79,0.77,0.97,0.74,0.74,0.99,random with centroids
78,0.8,0.78,0.97,0.74,0.74,0.99,random with centroids
76,0.8,0.78,0.97,0.75,0.75,0.99,random with centroids
72,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
70,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
72,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
74,0.79,0.76,0.96,0.73,0.73,0.99,random with centroids
72,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
72,0.81,0.78,0.97,0.75,0.75,0.99,random with centroids
80,0.8,0.77,0.97,0.74,0.74,0.99,random with centroids
