FileName,Content
FEDM_PEDM_using_N_centroids_13points_iter4.txt,"Shape of Generated Spikes (26, 48708)
Pearson correlation between true and predicted global matrices: 0.7425951540414896
Pearson correlation between true and federated global matrices: 0.7628423615548492
Pearson correlation between federated and predicted global matrices: 0.9701839249022858
Spearman correlation between true and predicted global matrices: 0.7247598914673411
Spearman correlation between true and federated global matrices: 0.7407540737224039
Spearman correlation between federated and predicted global matrices: 0.978903861487202"
FEDM_PEDM_using_N_centroids_13points_iter5.txt,"Shape of Generated Spikes (26, 48708)
Pearson correlation between true and predicted global matrices: 0.7399217808986059
Pearson correlation between true and federated global matrices: 0.7548104535543673
Pearson correlation between federated and predicted global matrices: 0.9720200329066201
Spearman correlation between true and predicted global matrices: 0.7136029380336766
Spearman correlation between true and federated global matrices: 0.7278510393877311
Spearman correlation between federated and predicted global matrices: 0.9703609766826433"
FEDM_PEDM_using_N_centroids_13points_iter6.txt,"Shape of Generated Spikes (26, 48708)
Pearson correlation between true and predicted global matrices: 0.7429193936117305
Pearson correlation between true and federated global matrices: 0.7599936049975673
Pearson correlation between federated and predicted global matrices: 0.9670514396356696
Spearman correlation between true and predicted global matrices: 0.7217237393369615
Spearman correlation between true and federated global matrices: 0.7355339915819187
Spearman correlation between federated and predicted global matrices: 0.9808208603649392"
FEDM_PEDM_using_N_centroids_13points_iter7.txt,"Shape of Generated Spikes (26, 48708)
Pearson correlation between true and predicted global matrices: 0.7329214069953921
Pearson correlation between true and federated global matrices: 0.7534212547051795
Pearson correlation between federated and predicted global matrices: 0.9721815196107152
Spearman correlation between true and predicted global matrices: 0.7033074814858058
Spearman correlation between true and federated global matrices: 0.727496053017745
Spearman correlation between federated and predicted global matrices: 0.9805206589409189"
FEDM_PEDM_using_N_centroids_13points_iter8.txt,"Shape of Generated Spikes (26, 48708)
Pearson correlation between true and predicted global matrices: 0.734712630365291
Pearson correlation between true and federated global matrices: 0.7512299453009412
Pearson correlation between federated and predicted global matrices: 0.9672387081713925
Spearman correlation between true and predicted global matrices: 0.7106447893987871
Spearman correlation between true and federated global matrices: 0.7272813466068409
Spearman correlation between federated and predicted global matrices: 0.9728422697572339"
FEDM_PEDM_using_N_centroids_13points_iter9.txt,"Shape of Generated Spikes (26, 48708)
Pearson correlation between true and predicted global matrices: 0.7339280045448324
Pearson correlation between true and federated global matrices: 0.7528461136592834
Pearson correlation between federated and predicted global matrices: 0.9675135889394939
Spearman correlation between true and predicted global matrices: 0.7091899879716244
Spearman correlation between true and federated global matrices: 0.7256144248152213
Spearman correlation between federated and predicted global matrices: 0.97734094599482"
FEDM_PEDM_using_N_centroids_14points_iter1.txt,"Shape of Generated Spikes (28, 48708)
Pearson correlation between true and predicted global matrices: 0.7449195613096316
Pearson correlation between true and federated global matrices: 0.7623687150526638
Pearson correlation between federated and predicted global matrices: 0.9737092495512972
Spearman correlation between true and predicted global matrices: 0.7197300327200957
Spearman correlation between true and federated global matrices: 0.7415116168724997
Spearman correlation between federated and predicted global matrices: 0.9708383720956184"
FEDM_PEDM_using_N_centroids_14points_iter10.txt,"Shape of Generated Spikes (28, 48708)
Pearson correlation between true and predicted global matrices: 0.7410734378578793
Pearson correlation between true and federated global matrices: 0.7605401300255985
Pearson correlation between federated and predicted global matrices: 0.9720308933141562
Spearman correlation between true and predicted global matrices: 0.7174489683763888
Spearman correlation between true and federated global matrices: 0.7389358830978452
Spearman correlation between federated and predicted global matrices: 0.97390412179245"
FEDM_PEDM_using_N_centroids_14points_iter11.txt,"Shape of Generated Spikes (28, 48708)
Pearson correlation between true and predicted global matrices: 0.7363865135301406
Pearson correlation between true and federated global matrices: 0.7550205428772107
Pearson correlation between federated and predicted global matrices: 0.9678332027210581
Spearman correlation between true and predicted global matrices: 0.7140285845347112
Spearman correlation between true and federated global matrices: 0.7315174009690473
Spearman correlation between federated and predicted global matrices: 0.9702033015083126"
FEDM_PEDM_using_N_centroids_14points_iter12.txt,"Shape of Generated Spikes (28, 48708)
Pearson correlation between true and predicted global matrices: 0.7327169722481282
Pearson correlation between true and federated global matrices: 0.7534034641376681
Pearson correlation between federated and predicted global matrices: 0.9733277466062963
Spearman correlation between true and predicted global matrices: 0.7044948349282353
Spearman correlation between true and federated global matrices: 0.7286685216432368
Spearman correlation between federated and predicted global matrices: 0.9754230241375584"
