no_of_spikes,pearson_ADM_PEDM,pearson_ADM_FEDM,pearson_PEDM_FEDM,spearman_ADM_PEDM,spearman_ADM_FEDM,spearman_PEDM_FEDM
20,0.7144010275983979,0.7289782426285671,0.9721333951706695,0.6908349656743166,0.7080227975058646,0.9697355265673341
20,0.7282835182802058,0.7420954017684737,0.9645410349118319,0.7017964809401336,0.7164220909190293,0.9721666645554717
20,0.732407786345963,0.7493230375496791,0.9708154873811163,0.7099412522256155,0.7225445995310713,0.9711233883090852
20,0.7232699966852091,0.7424328155168314,0.9699248223709013,0.6932797701638179,0.7134285139998027,0.9730916586214016
20,0.7212446827513157,0.7399387099491138,0.9684660307310199,0.6939790886411665,0.7108254051147028,0.9727290604038629
20,0.7299402388662816,0.7502164581403794,0.9646303773203614,0.6998726718240846,0.7168626397508835,0.96799698793309
20,0.723519233484211,0.7394118169964284,0.9728673202611158,0.7014453005735265,0.7170361602276291,0.9754967273702535
20,0.7224951303634762,0.7379835761942708,0.969216640776329,0.6993011567946064,0.7156502105967526,0.966301206549665
20,0.7179510828716776,0.7375358815080698,0.9642963286877753,0.6785570558502274,0.7014492311262825,0.9672131938932097
20,0.7317576230095889,0.7497860196601899,0.9698492731848317,0.7018227020897496,0.7189231277962067,0.9705028812632563
20,0.725085466103805,0.7430126840411692,0.9745451031633513,0.7035742782292251,0.7234068188092887,0.9686503428575771
20,0.7254997988524826,0.7444086433412861,0.9648054018300988,0.6947810870459828,0.7144110024544101,0.9671319722318301
20,0.7247052051197818,0.7481861386087266,0.9673126936447519,0.6945836179525438,0.7158861337917005,0.9782463232095363
20,0.7415999175240466,0.7548998668784332,0.9706407542577585,0.7184572738086795,0.7294131900783317,0.96704971481414
20,0.7292004644936027,0.7450265731339457,0.9723842379176858,0.6959204569369739,0.7135601120376268,0.9710020808679133
22,0.7242476577400042,0.7439039438045166,0.9776451896138627,0.6957135724297485,0.7178827418314961,0.9775577423210543
22,0.726727357746527,0.7463769191250396,0.9711873860919639,0.6946490000631211,0.7162158390907296,0.9753771278999218
22,0.7388956276995677,0.7591141008685662,0.9718284551130785,0.7104233383577403,0.7317189571775721,0.9768779792193655
22,0.727755175627205,0.7460045524881107,0.9580556261491355,0.7046528521770004,0.7200496512159382,0.9742273373437412
